hq_id,original_file,identity,split,image_path,source_sha256
20460,106964.jpg,5006,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20460.jpg,522a0ae0b6621c0c83ef9415151707bc5bfbc320b77940e1609a1251d1d5894f
20461,166211.jpg,4213,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20461.jpg,503799edd6e8d79d25f2a22063cf18cbc8ef06924c3f4e6ec65e2f9ecfcc2244
20462,090622.jpg,6089,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20462.jpg,e6ca3ea54d222e414c1d91b7e30984c0f7540830ef944cc73b3ca30507eeeafe
20463,021321.jpg,8914,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20463.jpg,f62e3256f9f6b0ce14d26b2108c8684b75c560cf6074031ccd3141749d9eb2cb
20464,135632.jpg,4163,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20464.jpg,36ec39d01e21fea15369d9c341a0a80bcec3ca4cc3000b3116bb9c9d95917e86
20465,039110.jpg,259,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20465.jpg,5e64e5d400b1f9dafebdf03c7521718ec31964c6124e33ef90448b1c37b64f26
20466,057509.jpg,69,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20466.jpg,9c84828150b9b22d977642ab8ec60a8241a59ea9478d32596adaffb4227382a5
20467,042063.jpg,505,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20467.jpg,585fd25ba87e3d15d6c8299b6523aa0284b44c93baef09a5b3e3e8375b0f1008
20468,142879.jpg,2611,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20468.jpg,7617b80d034cb1a6b97bf523d165595ddbe1ffcdab64e38102f274fa94b4ea64
20469,062606.jpg,9529,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20469.jpg,de63a1c9108ce627b1c602307b7a22dc204f02f5370d90a564475b403d459787
20470,111316.jpg,222,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20470.jpg,34b58b8d391231ed06efdb26f9b9dfb82f13aa7ad2ee5794dc8dd1fff485b7b0
20471,036807.jpg,8956,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20471.jpg,91532449963c578c93922995b9c466a0c630b35c188be2e489859e4f3695c38a
20472,187545.jpg,5943,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20472.jpg,9cff3f6a081a3d83f45f667cf78a5281e4ec4507f411fea082283d085bd92c09
20473,000622.jpg,6546,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20473.jpg,5dd9bdff6aaae6c7081403f5d73115f0a17c509c0244c51c44ee80141cb93848
20474,123758.jpg,3465,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20474.jpg,0f9a6666ea923f5d0587518099801ee79a0bd6ea092a1088f887de5680c74c81
20475,037208.jpg,9084,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20475.jpg,83e05f59f731518904c6504643fa326f0abe253fd31692f2a4e534b67dafc1bd
20476,033415.jpg,2429,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20476.jpg,5a8971e76f63a94c9ceb0fec58bb7e9d94158f280209ea81ac9a232ce52b5e2b
20477,096843.jpg,1137,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20477.jpg,41812daae618efbd7737341e9c11cfa0c96fa64d1af929998d9d149472273b22
20478,086247.jpg,4256,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20478.jpg,bb4d3b4d7e9551c277635e0c6a5ac41a34bd80c40bf8dc40f8debbeee7102c7a
20479,007172.jpg,7705,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20479.jpg,e1fc5ef7d136ed777455687649347ec44848646fc76df7c0020a77ed87a19cf6
20480,075098.jpg,3788,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20480.jpg,45850992c34fcdf577f63f287509b45daac0c316c8ca5f708e002c4c8a7c4431
20481,097273.jpg,2072,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20481.jpg,45cf9ee4ed79287f5f646c378714ec803418a3017215a4d2fa30728ee8f0414a
20482,017903.jpg,10111,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20482.jpg,4900b9703e07e620e9feb45fe7d22c36ea6933888a63b3923e6c37424d76c33c
20483,042994.jpg,8506,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20483.jpg,9cebd6034b8b8eaeee4c4237daafc63053561d2ec719ce75a7fa253bf27a9c7b
20484,159884.jpg,6658,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20484.jpg,8bb404409e2c78123ae404a8f9fa0437feaf9d1f54cd869c77d8d32401038197
20485,055258.jpg,4691,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20485.jpg,bcc34f53b03f56884b8e7ae848d1b55fb50d88ae8353117142a0395f5bb553ca
20486,143573.jpg,3526,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20486.jpg,31de5ee608a4d37221e964025b0cfa21b3d094e2d1c74f29f7f55446c7108950
20487,064547.jpg,5827,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20487.jpg,401525b5c2eab7c0eff93bbd5b5899961aedb580690bb32d155d517577c02d93
20488,112521.jpg,2389,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20488.jpg,101fee9cbcdabad69c3b60a751b33c3a0df8ea29a23444a50b2a2fd2a9a45f6d
20489,151094.jpg,7210,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20489.jpg,d5946d215e0a0e8a1126ade587a9b3c9b044fbed2a6924de71b587e0593ee3aa
20490,164268.jpg,1257,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20490.jpg,d709f9b31ca772bb4b3d60806b543bc97736882ba96c543a222ef44d1e10a17e
20491,185277.jpg,9499,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20491.jpg,5d45839f588fada26c8bab3b2aa5eb08ca0f82617b9c7aeb90c3d563259644e1
20492,086323.jpg,8123,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20492.jpg,ae2666be90ed65d780231ae94a377b6086665e57818368bf4ad77b65bc9cc882
20493,047580.jpg,1394,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20493.jpg,2a0338617485ef5cf0a7d27913a032f0d829d4316ce01c2d0f7d04e3326968c0
20494,057823.jpg,2980,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20494.jpg,dec2a820cd2e2233e68ed1d9da025ad60e0b027d0f6e3e2c512f8ca315d934ce
20495,059863.jpg,5375,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20495.jpg,4b017fbfae459a4a6d0d72ef22c26f3608fc1022fa72a4003035176ecc2fb8be
20496,099180.jpg,8816,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20496.jpg,322b58358d4ae53a3e410c6c8cb6ed76fe41db6b50ada472e4127b1a5d559635
20497,096432.jpg,9848,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20497.jpg,28f2788ebad601b79a3bbc6d22ad823507b3a9ce4dd77331dfc59d51add7cd52
20498,013186.jpg,6400,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20498.jpg,64e9ff7c39b8ad8c0e2c60fd2cd51a983a4278acb1b18b740d6b38435d074a00
20499,121651.jpg,858,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20499.jpg,0444fafae3637775fae31618011676d1de845179196e49c5cdab9f1924139fc8
20500,152037.jpg,2462,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20500.jpg,9c01307f22e6f96b43bbf55d3061bcb4c39534861a702f889a7ec8ad1d60dc0c
20501,051669.jpg,1061,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20501.jpg,0165a7ef1b0553a534f8fea589820cf9ad46d802b104f2b71dba614eb863dda6
20502,056607.jpg,1377,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20502.jpg,595b0724dd2e9cc092752fd5cb723ccab28b574284f3821217b9038260fc46ef
20503,110026.jpg,10024,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20503.jpg,6a891b76469129b9a4eac634e87ee6eeda10ebecea3ff84088438697d49d800f
20504,094117.jpg,7967,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20504.jpg,3189f7aa32b476c02f19da31e442fd5e073c28ca7ae1ff4a2771188299be0a08
20505,155119.jpg,8654,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20505.jpg,8c6a2a6569b4e1bdbc50f7065121168c1da47dcc1d996a57ef37b6a5dd89b799
20506,060106.jpg,7066,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20506.jpg,baee2b6569e862d9f3cd6cbc011a8d183a6893314e53afc147f78419fbc65c0b
20507,065274.jpg,14,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20507.jpg,d4c59307619cfea8f2f21bae4b780ee6b48a40de923776d8822d0e9ab30614a2
20508,172787.jpg,2637,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20508.jpg,7d581d9aa1455bbb170ee1be07f6af6875e48dbbcb7e1a27bcbf5ba027cf5747
20509,008830.jpg,9700,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20509.jpg,96f5aad181a7eca368159a30a36ea6d00cebdb82f275c867262010c5dac27004
20510,150992.jpg,667,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20510.jpg,e4b941066d10218183d438fbcc65d42de0bb02f268fb6b141de1751ca3b45978
20511,128157.jpg,1145,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20511.jpg,a1a32f45780cce228d7f8d61825f99f193e1404c36dbcca50d5d284d6003195f
20512,095617.jpg,879,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20512.jpg,1afece10adaf601816c26ab2b27426e5aa1b9d9a1d6864d63cb6fe1cd71dbcbc
20513,118649.jpg,5157,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20513.jpg,d00ecf0d2560cb3b7a3044f02e0981f3b8f4b684dcfba66cd62e3f256a06294c
20514,050955.jpg,2858,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20514.jpg,3f7e7a3e1a87a017806c16a463facde4a6b4292ba23e1f91ccd7a96c7cfb7e8c
20515,011714.jpg,3148,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20515.jpg,25346705f25c81fd002a1afd6479735b70dd439fea441b46ee081a98583176f8
20516,076542.jpg,5189,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20516.jpg,7689d0bb2db4ea5e588eae97e421b3b7c77a14ea2162b38f1ab3b7a7aacc32a5
20517,095207.jpg,8685,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20517.jpg,ea3c1c11b6ed6c0a87027e90afe8691f427d6e32d22acca30fd093d7ffeb1212
20518,131627.jpg,7524,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20518.jpg,3d7ee0c1b8ffb80ba1e0f9598a7de3e3b43c2d7cc1c569d3305d0102336448eb
20519,100627.jpg,509,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20519.jpg,d3f53af4f882edae256085bda85740a187fbe2023d3186dd8c224925cbdfc885
20520,092578.jpg,7021,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20520.jpg,0da2e6244f9f0ce72ca33c8adb582ee35a273c5f013151f711a5fbd6822b02d4
20521,131324.jpg,306,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20521.jpg,454ad5697a1937ac6ddc8fa2c86eba4e57d8656d4ee34cbf9b86526df3459b2c
20522,116178.jpg,8408,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20522.jpg,89121f9382ab1439a152e99dd388b80c6170d4ff697e4660fcaa7dc29ecedd28
20523,020734.jpg,6355,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20523.jpg,5fa05092c03de548535b3db5a5fda5cb24a17236078cb035fe77d324eaeeeb43
20524,130496.jpg,2703,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20524.jpg,54f84295488d6cdcf2251fb5705df4f00558ac34cf00f83012d911969cf5801a
20525,099566.jpg,7980,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20525.jpg,52eee1b1bcce7f8a21ee5b66f79a2fbbe74dbbfe78f632caf1bc3a9663143829
20526,134277.jpg,7444,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20526.jpg,f54ddbd5bd57f474003fc371cc525ecb1be91b5bbad7caccfad548b64badc79d
20527,162172.jpg,1223,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20527.jpg,03f789642ec13d99fc6457f5a598ac6f9a7d7fee3e049d1772e1b159f2aaa454
20528,184141.jpg,9062,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20528.jpg,4aa879103347e981ee0d0eff50a9223d07792089ef9b7c106b13b6b8e3a6184c
20529,118103.jpg,770,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20529.jpg,347e22f9ee6b811243ebf1954610486418d1ebfec311df55e381f90979109a1a
20530,185782.jpg,8873,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20530.jpg,ad7165136da104cf23baf6edda2550a0e272ed196da42b20c9444b69b997f778
20531,124636.jpg,8432,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20531.jpg,ff54faf9e03730932a9d9eefdad97aeae98bda2654be2074a2df9008f09b74a7
20532,163003.jpg,2843,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20532.jpg,7dee3067fa726c2123f8095ccfe46cee31845fdd9304a51a97dbbd9ad60dcbac
20533,124475.jpg,6085,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20533.jpg,987c115bf602070e5fe337cafa1f50b413bcc597d69aa715ff81ffc2711dfb61
20534,143137.jpg,1661,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20534.jpg,c2aea879bbc0ba4b29b191bcce1a0bf0f8a95b45e869f64267162f16d3a7032e
20535,145979.jpg,6642,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20535.jpg,be8cf035b42098c96e83c8e280b2486974558298bb34dde44d793eba5da2c651
20536,122545.jpg,8009,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20536.jpg,1450d5d9247ea39b46ab4e6cc96cde1903302c7f9969414daf71a37d1710e0cc
20537,012721.jpg,8335,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20537.jpg,201c78a3ad5396dc768f118e4b45855471e195b9b0bbaf8248a11ab0b53696b2
20538,004079.jpg,5702,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20538.jpg,ad45856e2fa9b51bec276361f82036271303f9fd518a19a39a0bb7b623aa081a
20539,036651.jpg,876,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20539.jpg,c6ab5a8530b8845f313b07ca57c3d5464114d05923c62ef7f48f8566d3914325
20540,055952.jpg,8543,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20540.jpg,e0f3b8b55bddb1cdf8d11c3f58330482ad385ea296df528f8a381ffb124f5179
20541,164025.jpg,1006,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20541.jpg,13a3d0cbdabab9a6ca2bc445feb6fdc5b22049f8d84c4099019da3420808f40e
20542,012658.jpg,5494,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20542.jpg,9e83d9d3a0af3506cd9cd7e3ecc23abf88947fef26182f22ca37f8dfad5992fe
20543,099358.jpg,3208,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20543.jpg,d395f61b510b6dd3444e9a9fe744043b4a643444f84df2d255c51102ee9f2ddd
20544,063978.jpg,8617,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20544.jpg,b8f5032f8ba776671d03bf77b5089903b5dcb58653bbaf6eb2fd51861be0d1ca
20545,025473.jpg,7240,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20545.jpg,7a200f5142684df9f91fc639c40392bee532445c9c07c74948ad8bd900365133
20546,094648.jpg,9270,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20546.jpg,91442f78cce02187e8412e6fb9a8d706078b26ac97260c1e8492fc80c370fd91
20547,053544.jpg,3216,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20547.jpg,03b359b8ef5461548b9723dea2d69e7c8f536afb91b8c5ca5dfbf337c6a2fa8d
20548,153495.jpg,1194,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20548.jpg,c72c997eadca2d6bca7f0d8f3d3c2ad1950251841c8357219b5c80d8268c2c99
20549,172651.jpg,2888,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20549.jpg,7c33937c9c7202c9ccc2405fb215c714ae35b04f524eaeb96656d317e1394b93
20550,111506.jpg,9507,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20550.jpg,0b8c4d3f5e47d0f6b133bb645cd2666d54b57a8c8b0efde0cfbcb140c0becc07
20551,107821.jpg,1339,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20551.jpg,11f26e9501a89f2df18ef5f4b39cd3f7b476d3430defb9f98bcc66e51fbb266a
20552,041519.jpg,6318,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20552.jpg,f252e9b48aa2adb1f0be7a902f48b56f6cee7d9a288f36e63a76562a54842539
20553,195012.jpg,5774,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20553.jpg,e90cb153db141d1d4fbbdc937c283b7d17d7a819b36853160bb52d69035c7893
20554,090295.jpg,3740,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20554.jpg,3be3739a1b25c66fd5f3abc61a96ddda72e4d8d8aa992d2ab43164a355630ff2
20555,141991.jpg,4082,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20555.jpg,8d646b8b1d5ef6da70558fda99da9862328ad0d8098519ce6fb74be466817ad7
20556,095430.jpg,3443,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20556.jpg,e56326184d81f6a3bcaade43ba18d5fe3cd6c559f1c96f899f2a291cda4b72b6
20557,088296.jpg,8523,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20557.jpg,469c0ce43de35f2f77b91ce17d738a3da65cb02a8b2c554a83e77a5f87322c3b
20558,012683.jpg,1548,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20558.jpg,cb1d4425db2c9167960e50b0472df07197ab8dc931de8728b1c6a4dea7579f44
20559,081844.jpg,8059,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20559.jpg,388ff23a479d2559e9d2b0eb7ac225db2596ec7dee09c4e184ee444b0327872b
20560,172605.jpg,1642,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20560.jpg,b17b8db46ebd931c38b1a6ce36da747026c2c8a1e54a1957d0941f91162b2642
20561,058242.jpg,4014,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20561.jpg,aa77617ce973bc3c7e333da61275074b585a5b45318499b784439b0ca2a9b14a
20562,025443.jpg,2667,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20562.jpg,0fe37a740b7c9f7bf5db35aa72ceb40e553d27f377c539bedfd3987abd1b8151
20563,059303.jpg,8794,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20563.jpg,d593f3de14e67f1dc71ee89c3563e229d84d4a0bac2361f9c5f3a880327ee160
20564,069452.jpg,6894,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20564.jpg,e17be60dce17a8298aee1ab504485708cdbc5ff6147498b72bfdc0a413272a9f
20565,122411.jpg,5494,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20565.jpg,0591820e93a957c91d478ea1dad302834541b8a0e85570d848ca30a576ab9df8
20566,012460.jpg,6067,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20566.jpg,a355e195d22b31039a9cb16f37930c6626e9ecd0cac6f5be6e477b9f78de5c1f
20567,186327.jpg,6080,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20567.jpg,b09678ea08a49680784a0349c94b7da7a2d63957ecc14dbd7924f44098aeada0
20568,079519.jpg,3305,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20568.jpg,ab5474fd5eddf1403b5c912200d9481100dcde7563ddf0fbda6c72a9383d8829
20569,104570.jpg,5452,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20569.jpg,372e462d36f7d557d4d89dfa1bd0c237fa8ca82f56757d8a9554afea694c7298
20570,144439.jpg,6926,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20570.jpg,019370fcc3f5fba459fac79eafa0854fa16891bd85a41f24ae7b41e708e26adb
20571,060017.jpg,5473,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20571.jpg,efccf7d59905d2d3d4bd442af2df784303a876764287572bb3e9cf2a7b412500
20572,124250.jpg,4692,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20572.jpg,f028451452c5bfb89293943816946fc5e9b2006b1bf64d8a15a2358267cc9fd8
20573,137190.jpg,632,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20573.jpg,1a846fdc55b640be8c0d2f393f20f81cd72664bf964847e2113c52cf5ec7fa0e
20574,023088.jpg,3580,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20574.jpg,3555dab74f80918ab1496f064d8849bfabdd12f77d6011a37358b55b4a88d145
20575,081295.jpg,4955,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20575.jpg,f3f4a01831950c5630bd911bb7ce99a8ad039c386bf475bb21b3f637855294f5
20576,084991.jpg,448,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20576.jpg,eb3b94d996494f3002014a7fff845b9a9cee6032108ffcfbfd1c8416e897d6b7
20577,025413.jpg,5403,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20577.jpg,a3f44e7c70d957de07b75fb57894f61cf374a5610c25068ed19b489bdb8daafb
20578,077522.jpg,118,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20578.jpg,22e94a3aaf8e33ef659f20172b1b4e640a4d2cbc126436b936cb3fbbbca75d5a
20579,093936.jpg,8239,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20579.jpg,32878969f566f6659be16ba95a8960219084c551d696551262fc23ef7eada1a3
20580,089136.jpg,8994,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20580.jpg,47dddd52d714d24931c317a452d39eb9489ebbf0a8411558bb59e0e439fdf3e1
20581,163445.jpg,573,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20581.jpg,ac42fbe7f18e5ed384e1ffa522836026cb0264f8de412b227e70c4213968848a
20582,005643.jpg,4469,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20582.jpg,01459e89bd9140120710ba5ad5ab26c9a161a87242257770c04fae2782d7ba17
20583,002238.jpg,4244,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20583.jpg,927ef0efd56c9af9d91500e1b07cd64f0641d893683fd85f1c6d9c232ab757c4
20584,058955.jpg,7792,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20584.jpg,df2ff9e2f98dc8255bf448781a84f7495a71f7179802f1a60b19caa8c824349e
20585,006786.jpg,4270,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20585.jpg,d6a7fca7e0a7b7205ff5b0e7f0956a7376d8c54c52d8c096bbc73565544692ba
20586,061303.jpg,6042,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20586.jpg,b6b786c40528b05d90875c05bd8a0500a612a51094af749ba0274148fb118661
20587,171196.jpg,1415,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20587.jpg,f03e82b8c7ac075d70fa6c3448963e89c21579f50de4c7ea8d5bcc2a24ae9edf
20588,111754.jpg,9790,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20588.jpg,32f0bd18ccab78a5381576db3dc5ce5c7d044caa7dc160d0ebb97ceffc277b62
20589,057962.jpg,5748,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20589.jpg,826e2bbfc01a365290248a762233da31b388a6f9d3689ad4bef9eebb1cd225fe
20590,120522.jpg,9216,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\20590.jpg,083a6c4cbff3c49204b691fc7e9122387af27f728a6a91bea64bbfc033210b16
